alpha,beta,persv,beta_untrans,alpha_untrans,persv_untrans,id
0.09050671432692395,2.844029396938539,0.4887897186830024,0.47400489948975644,-2.3074635760818536,0.4887897186830024,id0
0.05728454130603365,3.257275475944838,-0.8698512220345797,-0.5428792459908064,-2.8007336944981205,-0.8698512220345797,id1
0.20807685848754737,3.9635155416908727,-2.577838509051938,-0.6605859236151455,-1.3365568201525642,-2.577838509051938,id2
0.6723496976037919,10.463912913308597,-0.5699945979809059,-1.7439854855514327,0.7188317001001039,-0.5699945979809059,id3
0.665115486040892,0.7953593459656552,-0.9141251151634244,-0.13255989099427587,0.6861749508574668,-0.9141251151634244,id4
0.5100595270503503,6.197181591098005,0.7052435696459112,-1.0328635985163341,0.04024353866503039,0.7052435696459112,id5
0.13690148288718143,0.5968439431632562,-1.9454962864841203,-0.09947399052720936,-1.841267276993586,-1.9454962864841203,id6
0.42890438334742886,2.2528960166578584,0.8555220074932723,0.3754826694429764,-0.2863226389241167,0.8555220074932723,id7
0.2055507357231896,7.039000082811425,0.8855609318543585,-1.1731666804685708,-1.3519562326271748,0.8855609318543585,id8
0.15047501652890038,4.25650816716167,0.8187121616119842,0.7094180278602783,-1.730880283019593,0.8187121616119842,id9
0.15515332270239193,1.8148215681279685,0.17060488931691553,-0.30247026135466143,-1.6947413571791285,0.17060488931691553,id10
0.2469714809015861,3.824859423175251,-0.6013833016291794,-0.6374765705292085,-1.1148302330265338,-0.6013833016291794,id11
0.28953563126133486,5.87233447472546,-0.0574181243785459,0.9787224124542434,-0.8976404286586792,-0.0574181243785459,id12
0.1906825592702884,3.1423536348927774,0.1649331033123783,-0.5237256058154629,-1.4455811746040856,0.1649331033123783,id13
0.2342982633965738,3.709074484574825,-0.0686159662478666,0.6181790807624709,-1.1841977825045262,-0.0686159662478666,id14
0.1686377674341331,0.6095172021556543,0.32036408683689793,0.10158620035927572,-1.5953125728609563,0.32036408683689793,id15
0.2959450269376022,8.489242172364005,0.4321085076830074,1.4148736953940007,-0.8666827225751886,0.4321085076830074,id16
0.14949872697934463,4.176158580829331,-0.05835076073227499,0.6960264301382219,-1.7385380310195337,-0.05835076073227499,id17
0.07491703181531337,0.6834275960173333,-0.5193057103341999,0.11390459933622221,-2.5135021700888442,-0.5193057103341999,id18
0.07893991650881918,0.9888499993842925,0.07059895270988792,-0.16480833323071542,-2.456838258779533,0.07059895270988792,id19
0.3681216998285105,7.253405545285256,0.2553943462377691,-1.2089009242142092,-0.540283223030952,0.2553943462377691,id20
0.1693051376540821,5.277794491924846,0.43142265913296823,0.8796324153208076,-1.5905598989680405,0.43142265913296823,id21
0.25253645931893726,0.44679718898522336,0.4215423284480461,0.0744661981642039,-1.0851298974326653,0.4215423284480461,id22
0.4221296612737342,0.27407330347157377,-0.0003777569357950945,-0.04567888391192896,-0.3140369949977332,-0.0003777569357950945,id23
0.28049225491743357,1.5658276252776229,0.4994890561393303,-0.2609712708796038,-0.9420211779249897,0.4994890561393303,id24
0.17445155015028588,1.2624218465567,1.9136904586836383,0.21040364109278334,-1.5544008996357053,1.9136904586836383,id25
0.2029986216419028,5.17914334692908,0.42261902747880936,-0.8631905578215133,-1.3676572191443448,0.42261902747880936,id26
0.35356154934196954,0.40735515978563364,0.33957616454855427,0.06789252663093893,-0.6034204054457584,0.33957616454855427,id27
0.3399165238508885,1.9190848285079873,-0.3090342301661033,-0.3198474714179979,-0.6636662366563948,-0.3090342301661033,id28
0.13588331439426443,1.8843684759997577,-0.8697851413963094,-0.3140614126666263,-1.8499112774062887,-0.8697851413963094,id29
0.2847528308901674,2.4357981870638494,0.8206392881051546,-0.40596636451064155,-0.9210066300727305,0.8206392881051546,id30
0.17944383488811871,10.867992447433153,1.3536401346835534,-1.8113320745721921,-1.520120099080615,1.3536401346835534,id31
0.4982139262180989,8.46816962639301,0.8907689194517728,-1.4113616043988348,-0.00714432551547306,0.8907689194517728,id32
0.2639924165197046,5.393476845429273,0.33037634259768783,0.8989128075715455,-1.0253200448879123,0.33037634259768783,id33
0.5668008945590746,8.190508242277923,-0.17968507229964817,1.3650847070463206,0.2688106359553619,-0.17968507229964817,id34
0.23202713904838138,3.439741591976065,-1.1765808958399468,-0.5732902653293442,-1.1969000517390582,-1.1765808958399468,id35
0.6315616536534544,5.591432376605701,1.0819586565186032,0.9319053961009501,0.5389221796606074,1.0819586565186032,id36
0.6972694654953505,0.4085520480240075,1.6811568873716392,-0.06809200800400125,0.8343288588863531,1.6811568873716392,id37
0.49495031694353886,10.830705121993626,-0.7557256119959724,1.805117520332271,-0.020199419005890618,-0.7557256119959724,id38
0.12003991571188723,0.5956218076879939,0.3814187537999379,0.09927030128133231,-1.9920522292749685,0.3814187537999379,id39
0.23406786882035788,5.2554485752629745,-0.2978467779481582,0.8759080958771625,-1.1854824532233441,-0.2978467779481582,id40
0.19419525931786055,0.297824068656825,-0.1936453893234381,-0.049637344776137494,-1.4229773117197,-0.1936453893234381,id41
0.2941056927076736,1.1544528839536627,-0.5021183482982498,-0.19240881399227713,-0.8755263181612263,-0.5021183482982498,id42
0.22517889703573288,6.020722073946439,-0.27886656975153057,1.0034536789910733,-1.2357369836039624,-0.27886656975153057,id43
0.20344096103520443,12.374360452988011,0.5219629333110354,-2.062393408831335,-1.3649254045699966,0.5219629333110354,id44
0.534362304387478,7.325009968493765,-1.2934235913912253,-1.2208349947489607,0.13766622703028153,-1.2934235913912253,id45
0.14128065400693043,4.7789284072696745,-1.9587143437379313,0.7964880678782791,-1.8046937808221868,-1.9587143437379313,id46
0.5648107454996284,1.839799740404386,-0.5381106676983988,-0.30663329006739765,0.2607097070250233,-0.5381106676983988,id47
0.38124174773188013,4.644116875669386,-0.4563148846612846,-0.7740194792782311,-0.48428096839901547,-0.4563148846612846,id48
0.48247330833937496,5.711545021761356,-2.1548213082348187,0.9519241702935595,-0.07013550215261022,-2.1548213082348187,id49
0.15302186659592676,1.6595600492995977,0.46229102858366755,0.2765933415499329,-1.7110940476865613,0.46229102858366755,id50
0.2701134804185488,0.7012439750738695,1.4570117054121603,0.11687399584564491,-0.9940469008858228,1.4570117054121603,id51
0.16819771460112534,4.172992444537084,-1.4327825383996458,0.6954987407561807,-1.5984546147818777,-1.4327825383996458,id52
0.2800677116052128,0.7325593050400008,-0.6299139030981992,-0.1220932175066668,-0.9441257625963186,-0.6299139030981992,id53
0.3008350119137571,8.8337825637574,0.8516273073627356,1.4722970939595665,-0.8433247675481232,0.8516273073627356,id54
0.3688765702131977,0.8465057974344588,-1.1685254583239493,-0.14108429957240978,-0.5370393632005127,-1.1685254583239493,id55
0.9064960921926751,0.1929889237371945,-0.173295883216148,-0.03216482062286575,2.2715834891595525,-0.173295883216148,id56
0.3926294151667114,1.570542563324815,1.0560410531982112,0.26175709388746915,-0.4362729203931006,1.0560410531982112,id57
0.34396615910856393,4.3510673137190805,-1.4341124424574896,0.7251778856198468,-0.6456690964884053,-1.4341124424574896,id58
0.17491352729068962,7.890696002198584,-0.4372549761582833,-1.3151160003664306,-1.5511964742134734,-0.4372549761582833,id59
0.22220383620911952,5.306006295052393,-0.3014132221943963,-0.8843343825087322,-1.2528693478575323,-0.3014132221943963,id60
0.31338881063145996,11.751417135313034,-0.7429325141772578,1.9585695225521724,-0.7843235515396113,-0.7429325141772578,id61
0.5436462573414687,3.725722165517025,2.142639598141271,0.6209536942528375,0.1750305128849028,2.142639598141271,id62
0.4084155975373342,6.604330038234251,1.4264866733932684,-1.100721673039042,-0.3705190881070084,1.4264866733932684,id63
0.18043722322685996,4.145234253355383,0.3508174675111449,-0.6908723755592305,-1.5133880754783338,0.3508174675111449,id64
0.16725167482418393,1.3206245011449733,-0.6581628853042572,-0.22010408352416222,-1.605231753020243,-0.6581628853042572,id65
0.4140267180177896,3.1210297738560486,-1.3636125536131067,-0.5201716289760081,-0.34734368663277404,-1.3636125536131067,id66
0.3492937491861098,4.470081284937929,0.20480689478898131,-0.7450135474896548,-0.6221450563524263,0.20480689478898131,id67
0.1591263986506596,5.809171155810799,-2.6490347393678735,-0.9681951926351332,-1.6647425065428298,-2.6490347393678735,id68
0.20927341216267598,4.413005556871669,1.1623505010776112,0.7355009261452781,-1.3293106650140265,1.1623505010776112,id69
0.08265070477673554,3.0641178110900062,0.6135760304621929,0.5106863018483344,-2.406864959074894,0.6135760304621929,id70
